0,55.4715328,10.3237007,31.11,326
1,55.4715326,10.3237013,31.06,327
2,55.4716299,10.3235670,39.08,327
3,55.4716301,10.3235677,39.69,328
4,55.4716178,10.3235856,44.29,328
5,55.4716159,10.3235808,44.82,328
6,55.4716094,10.3235607,45.45,326
7,55.4716098,10.3235593,46.08,328
8,55.4716097,10.3235595,51.46,328
9,55.4716102,10.3235596,53.20,327
10,55.4716097,10.3235598,54.08,328
11,55.4716152,10.3235692,55.76,327
12,55.4716145,10.3235649,56.75,327
13,55.4716505,10.3235167,57.51,325
14,55.4716435,10.3234956,58.11,328
15,55.4716437,10.3234961,58.72,327
16,55.4716438,10.3234964,59.22,329
17,55.4716357,10.3235073,60.56,329
18,55.4716359,10.3235069,60.88,329
19,55.4716292,10.3235180,61.39,331
20,55.4716834,10.3235378,58.32,324
21,55.4716817,10.3235384,39.33,328
22,55.4716816,10.3235389,38.02,328
23,55.4716782,10.3235288,35.70,328
24,55.4716693,10.3235056,24.65,327
25,55.4716355,10.3235053,21.96,324
