0,55.4716362,10.3234691,32.87,334
1,55.4716124,10.3235541,32.92,101
2,55.4715627,10.3236109,32.53,145
3,55.4715130,10.3236657,32.78,135
4,55.4714939,10.3237172,32.71,112
5,55.4714884,10.3237513,32.65,82
6,55.4715327,10.3237019,32.42,354
7,55.4716010,10.3236192,32.68,326
8,55.4716313,10.3235834,32.83,326
9,55.4716347,10.3235763,32.84,252
10,55.4715694,10.3236161,32.49,160
11,55.4715028,10.3236642,32.85,155
12,55.4714717,10.3236867,32.67,161
13,55.4714645,10.3236925,30.37,161
14,55.4714604,10.3236950,27.67,159
15,55.4714579,10.3236966,24.89,162
16,55.4714577,10.3236972,22.39,158
17,55.4714607,10.3236946,19.17,158
18,55.4714599,10.3236928,17.84,161
19,55.4714589,10.3236926,16.70,156
20,55.4714617,10.3236964,15.36,156
21,55.4714486,10.3236937,11.71,162
22,55.4714458,10.3236913,11.67,165
23,55.4714416,10.3237013,12.23,296
24,55.4714309,10.3237267,12.32,20
25,55.4714260,10.3237643,12.57,338
26,55.4714219,10.3238000,12.66,13
27,55.4714174,10.3238380,12.72,345
28,55.4714126,10.3238787,12.77,343
29,55.4714186,10.3239076,11.54,91
30,55.4714209,10.3239061,11.45,91
31,55.4714215,10.3239064,11.32,91
32,55.4714211,10.3239070,11.19,91
33,55.4714214,10.3239078,11.16,91
