0,55.4714713,10.3237011,31.79,313
1,55.4714798,10.3236798,31.54,312
2,55.4714900,10.3236590,31.73,317
3,55.4715022,10.3236396,31.76,322
4,55.4715145,10.3236240,31.76,326
5,55.4715303,10.3236069,31.76,319
6,55.4715430,10.3235866,31.80,323
7,55.4715573,10.3235680,31.93,342
8,55.4715488,10.3235862,31.80,64
9,55.4715339,10.3236172,31.87,128
10,55.4715243,10.3236368,31.58,131
11,55.4715133,10.3236588,31.49,137
12,55.4715033,10.3236783,31.73,135
13,55.4714936,10.3236994,31.83,133
14,55.4714769,10.3237168,31.78,161
15,55.4714613,10.3237278,31.38,155
16,55.4714536,10.3237348,28.78,153
17,55.4714540,10.3237369,25.06,153
